report_id,inspection_date,segment_id,issue_type,severity,recommendation,repair_date,inspector_id,inspection_method
RPT-00538,2023-01-23,SEG_044,Coating Damage,Minor,Repair ASAP,2023-02-20,INS-685,UT
RPT-00539,2023-01-30,SEG_053,No Issues,None,Routine Maintenance,,INS-755,Visual
RPT-00540,2023-01-30,SEG_014,No Issues,None,Routine Maintenance,,INS-925,ILI
RPT-00541,2023-01-30,SEG_041,Third-Party Interference,Major,Repair ASAP,2023-02-19,INS-270,Hydrotest
RPT-00542,2023-01-30,SEG_054,No Issues,None,Routine Maintenance,,INS-970,ROW Patrol
RPT-00543,2023-01-30,SEG_038,Third-Party Interference,Moderate,Investigate,,INS-644,ROW Patrol
RPT-00544,2023-01-30,SEG_062,No Issues,None,Routine Maintenance,,INS-175,ROW Patrol
RPT-00545,2023-01-30,SEG_045,Vegetation Encroachment,Minor,Clear Area,,INS-539,UT
RPT-00546,2023-01-30,SEG_044,Vegetation Encroachment,Minor,Clear Area,,INS-135,ILI
RPT-00547,2023-02-06,SEG_024,Vegetation Encroachment,Minor,Clear Area,,INS-806,ROW Patrol
RPT-00548,2023-02-06,SEG_084,Coating Damage,Minor,Repair ASAP,2023-03-02,INS-213,ILI
RPT-00549,2023-02-06,SEG_063,Mechanical Damage,Critical,Repair ASAP,2023-02-20,INS-126,ROW Patrol
RPT-00550,2023-02-06,SEG_074,No Issues,None,Routine Maintenance,,INS-888,ILI
RPT-00551,2023-02-06,SEG_076,Mechanical Damage,Moderate,Immediate Shutdown,,INS-194,Hydrotest
RPT-00552,2023-02-06,SEG_040,Corrosion,Moderate,Monitor,,INS-249,Visual
RPT-00553,2023-02-06,SEG_049,Third-Party Interference,Moderate,Repair ASAP,2023-02-19,INS-436,UT
RPT-00554,2023-02-06,SEG_067,No Issues,None,Routine Maintenance,,INS-291,ROW Patrol
RPT-00555,2023-02-13,SEG_009,Vegetation Encroachment,Minor,Clear Area,,INS-383,Hydrotest
RPT-00556,2023-02-13,SEG_080,No Issues,None,Routine Maintenance,,INS-777,ROW Patrol
RPT-00557,2023-02-13,SEG_036,Corrosion,Major,Immediate Shutdown,2023-03-11,INS-698,Hydrotest
RPT-00558,2023-02-13,SEG_017,Corrosion,Major,Monitor,2023-02-16,INS-901,ILI
RPT-00559,2023-02-13,SEG_052,No Issues,None,Routine Maintenance,,INS-114,ROW Patrol
RPT-00560,2023-02-13,SEG_016,Coating Damage,Moderate,Repair ASAP,2023-03-11,INS-896,ROW Patrol
RPT-00561,2023-02-13,SEG_050,Coating Damage,Moderate,Repair ASAP,2023-03-04,INS-105,ROW Patrol
RPT-00562,2023-02-13,SEG_082,Corrosion,Moderate,Immediate Shutdown,,INS-568,Visual
RPT-00563,2023-02-20,SEG_026,Vegetation Encroachment,Minor,Monitor,,INS-588,ROW Patrol
RPT-00564,2023-02-20,SEG_056,No Issues,None,Routine Maintenance,,INS-181,Visual
RPT-00565,2023-02-20,SEG_030,Vegetation Encroachment,Minor,Clear Area,,INS-471,ILI
RPT-00566,2023-02-20,SEG_018,Mechanical Damage,Major,Immediate Shutdown,2023-02-27,INS-537,Visual
RPT-00567,2023-02-20,SEG_069,Corrosion,Minor,Immediate Shutdown,,INS-905,UT
RPT-00568,2023-02-20,SEG_077,No Issues,None,Routine Maintenance,,INS-592,ROW Patrol
RPT-00569,2023-02-20,SEG_007,Mechanical Damage,Major,Repair ASAP,2023-02-24,INS-405,UT
RPT-00570,2023-02-20,SEG_058,Vegetation Encroachment,Minor,Monitor,,INS-557,UT
RPT-00571,2023-02-27,SEG_005,Vegetation Encroachment,Minor,Clear Area,,INS-345,ROW Patrol
RPT-00572,2023-02-27,SEG_083,Third-Party Interference,Moderate,Investigate,,INS-321,Visual
RPT-00573,2023-02-27,SEG_021,Mechanical Damage,Moderate,Repair ASAP,2023-03-09,INS-666,UT
RPT-00574,2023-02-27,SEG_030,Vegetation Encroachment,Minor,Monitor,,INS-994,ILI
RPT-00575,2023-02-27,SEG_028,Third-Party Interference,Major,Repair ASAP,2023-02-28,INS-724,UT
RPT-00576,2023-02-27,SEG_013,Vegetation Encroachment,Minor,Clear Area,,INS-755,ROW Patrol
RPT-00577,2023-02-27,SEG_018,Coating Damage,Minor,Repair ASAP,2023-03-14,INS-262,UT
RPT-00578,2023-02-27,SEG_056,Mechanical Damage,Major,Repair ASAP,2023-03-07,INS-329,ROW Patrol
RPT-00579,2023-03-06,SEG_074,Coating Damage,Moderate,Repair ASAP,2023-03-07,INS-668,ILI
RPT-00580,2023-03-06,SEG_058,Mechanical Damage,Moderate,Immediate Shutdown,,INS-305,UT
RPT-00581,2023-03-06,SEG_007,No Issues,None,Routine Maintenance,,INS-740,Visual
RPT-00582,2023-03-06,SEG_067,Third-Party Interference,Moderate,Repair ASAP,2023-03-31,INS-359,Hydrotest
RPT-00583,2023-03-06,SEG_063,No Issues,None,Routine Maintenance,,INS-794,ROW Patrol
RPT-00584,2023-03-06,SEG_019,No Issues,None,Routine Maintenance,,INS-514,ROW Patrol
RPT-00585,2023-03-06,SEG_041,Mechanical Damage,Critical,Immediate Shutdown,2023-03-23,INS-325,Visual
RPT-00586,2023-03-06,SEG_015,Vegetation Encroachment,Minor,Clear Area,,INS-373,ILI
RPT-00587,2023-03-13,SEG_065,Mechanical Damage,Critical,Repair ASAP,2023-04-08,INS-814,UT
RPT-00588,2023-03-13,SEG_074,Corrosion,Critical,Immediate Shutdown,2023-03-14,INS-437,Hydrotest
RPT-00589,2023-03-13,SEG_042,Third-Party Interference,Moderate,Investigate,,INS-267,Hydrotest
RPT-00590,2023-03-13,SEG_007,Mechanical Damage,Moderate,Immediate Shutdown,,INS-955,Hydrotest
RPT-00591,2023-03-13,SEG_021,No Issues,None,Routine Maintenance,,INS-468,ROW Patrol
RPT-00592,2023-03-13,SEG_043,Corrosion,Critical,Immediate Shutdown,2023-04-01,INS-595,UT
RPT-00593,2023-03-13,SEG_037,No Issues,None,Routine Maintenance,,INS-443,ILI
RPT-00594,2023-03-13,SEG_084,No Issues,None,Routine Maintenance,,INS-680,ROW Patrol
RPT-00595,2023-03-20,SEG_070,No Issues,None,Routine Maintenance,,INS-688,ILI
RPT-00596,2023-03-20,SEG_057,Corrosion,Critical,Monitor,2023-04-05,INS-985,Hydrotest
RPT-00597,2023-03-20,SEG_027,Corrosion,Critical,Repair ASAP,2023-03-24,INS-384,ILI
RPT-00598,2023-03-20,SEG_085,Mechanical Damage,Critical,Repair ASAP,2023-04-06,INS-539,Hydrotest
RPT-00599,2023-03-20,SEG_050,No Issues,None,Routine Maintenance,,INS-929,ROW Patrol
RPT-00600,2023-03-20,SEG_046,Coating Damage,Moderate,Monitor,,INS-116,Hydrotest
RPT-00601,2023-03-20,SEG_036,No Issues,None,Routine Maintenance,,INS-492,Visual
RPT-00602,2023-03-20,SEG_021,Mechanical Damage,Major,Immediate Shutdown,2023-04-18,INS-438,UT
RPT-00603,2023-03-27,SEG_039,Third-Party Interference,Moderate,Investigate,,INS-674,UT
RPT-00604,2023-03-27,SEG_057,No Issues,None,Routine Maintenance,,INS-178,ILI
RPT-00605,2023-03-27,SEG_022,Vegetation Encroachment,Minor,Clear Area,,INS-597,Hydrotest
RPT-00606,2023-03-27,SEG_028,Third-Party Interference,Moderate,Repair ASAP,2023-03-29,INS-146,Hydrotest
RPT-00607,2023-03-27,SEG_040,Vegetation Encroachment,Minor,Monitor,,INS-431,ILI
RPT-00608,2023-03-27,SEG_007,Mechanical Damage,Major,Immediate Shutdown,2023-04-16,INS-741,Visual
RPT-00609,2023-03-27,SEG_055,No Issues,None,Routine Maintenance,,INS-721,ROW Patrol
RPT-00610,2023-03-27,SEG_050,Mechanical Damage,Critical,Repair ASAP,2023-03-30,INS-877,Hydrotest
RPT-00611,2023-04-03,SEG_029,Coating Damage,Moderate,Monitor,,INS-982,Hydrotest
RPT-00612,2023-04-03,SEG_043,Corrosion,Moderate,Monitor,,INS-628,Visual
RPT-00613,2023-04-03,SEG_053,Coating Damage,Moderate,Monitor,,INS-554,ILI
RPT-00614,2023-04-03,SEG_076,No Issues,None,Routine Maintenance,,INS-271,Visual
RPT-00615,2023-04-03,SEG_030,Third-Party Interference,Major,Investigate,2023-04-11,INS-701,Visual
RPT-00616,2023-04-03,SEG_011,Third-Party Interference,Moderate,Repair ASAP,2023-04-30,INS-739,Hydrotest
RPT-00617,2023-04-03,SEG_065,No Issues,None,Routine Maintenance,,INS-821,Visual
RPT-00618,2023-04-03,SEG_015,Mechanical Damage,Moderate,Immediate Shutdown,,INS-804,Hydrotest
RPT-00619,2023-04-10,SEG_051,Mechanical Damage,Critical,Immediate Shutdown,2023-04-25,INS-861,Visual
RPT-00620,2023-04-10,SEG_043,No Issues,None,Routine Maintenance,,INS-498,ROW Patrol
RPT-00621,2023-04-10,SEG_030,Vegetation Encroachment,Minor,Clear Area,,INS-610,Hydrotest
RPT-00622,2023-04-10,SEG_036,Corrosion,Minor,Repair ASAP,2023-04-16,INS-390,ROW Patrol
RPT-00623,2023-04-10,SEG_019,No Issues,None,Routine Maintenance,,INS-494,ROW Patrol
RPT-00624,2023-04-10,SEG_052,Vegetation Encroachment,Minor,Monitor,,INS-586,ILI
RPT-00625,2023-04-10,SEG_006,Vegetation Encroachment,Minor,Monitor,,INS-587,Hydrotest
RPT-00626,2023-04-10,SEG_067,No Issues,None,Routine Maintenance,,INS-938,Visual
RPT-00627,2023-04-17,SEG_085,Mechanical Damage,Moderate,Repair ASAP,2023-04-26,INS-925,ROW Patrol
RPT-00628,2023-04-17,SEG_004,No Issues,None,Routine Maintenance,,INS-609,ILI
RPT-00629,2023-04-17,SEG_035,Vegetation Encroachment,Minor,Monitor,,INS-785,Hydrotest
RPT-00630,2023-04-17,SEG_041,Vegetation Encroachment,Minor,Clear Area,,INS-387,Hydrotest
RPT-00631,2023-04-17,SEG_055,Corrosion,Major,Repair ASAP,2023-04-26,INS-799,UT
RPT-00632,2023-04-17,SEG_080,Third-Party Interference,Major,Investigate,2023-04-29,INS-678,UT
RPT-00633,2023-04-17,SEG_045,Vegetation Encroachment,Minor,Clear Area,,INS-639,ILI
RPT-00634,2023-04-17,SEG_057,Corrosion,Moderate,Monitor,,INS-711,UT
RPT-00635,2023-04-24,SEG_028,Corrosion,Minor,Repair ASAP,2023-05-22,INS-385,Hydrotest
RPT-00636,2023-04-24,SEG_015,Corrosion,Moderate,Repair ASAP,2023-05-23,INS-219,ILI
RPT-00637,2023-04-24,SEG_081,Corrosion,Major,Repair ASAP,2023-04-26,INS-914,UT
RPT-00638,2023-04-24,SEG_051,No Issues,None,Routine Maintenance,,INS-596,Visual
RPT-00639,2023-04-24,SEG_061,No Issues,None,Routine Maintenance,,INS-752,ROW Patrol
RPT-00640,2023-04-24,SEG_008,No Issues,None,Routine Maintenance,,INS-710,Visual
RPT-00641,2023-04-24,SEG_054,Third-Party Interference,Major,Repair ASAP,2023-05-06,INS-120,Visual
RPT-00642,2023-04-24,SEG_033,Vegetation Encroachment,Minor,Clear Area,,INS-147,Visual
RPT-00643,2023-05-01,SEG_033,Corrosion,Moderate,Immediate Shutdown,,INS-172,ILI
RPT-00644,2023-05-01,SEG_066,Corrosion,Major,Monitor,2023-05-07,INS-463,ROW Patrol
RPT-00645,2023-05-01,SEG_044,Coating Damage,Minor,Monitor,,INS-735,Hydrotest
RPT-00646,2023-05-01,SEG_070,Third-Party Interference,Moderate,Investigate,,INS-365,UT
RPT-00647,2023-05-01,SEG_041,Third-Party Interference,Major,Investigate,2023-05-27,INS-376,Hydrotest
RPT-00648,2023-05-01,SEG_042,Corrosion,Major,Monitor,2023-05-09,INS-334,ILI
RPT-00649,2023-05-01,SEG_046,No Issues,None,Routine Maintenance,,INS-396,ILI
RPT-00650,2023-05-01,SEG_030,Coating Damage,Moderate,Repair ASAP,2023-05-16,INS-835,Visual
RPT-00651,2023-05-08,SEG_031,No Issues,None,Routine Maintenance,,INS-498,Visual
RPT-00652,2023-05-08,SEG_073,Third-Party Interference,Moderate,Repair ASAP,2023-05-18,INS-518,ROW Patrol
RPT-00653,2023-05-08,SEG_012,Third-Party Interference,Moderate,Repair ASAP,2023-06-06,INS-947,Hydrotest
RPT-00654,2023-05-08,SEG_061,No Issues,None,Routine Maintenance,,INS-903,ROW Patrol
RPT-00655,2023-05-08,SEG_080,Vegetation Encroachment,Minor,Clear Area,,INS-553,UT
RPT-00656,2023-05-08,SEG_036,Corrosion,Major,Monitor,2023-05-11,INS-555,UT
RPT-00657,2023-05-08,SEG_055,Vegetation Encroachment,Minor,Clear Area,,INS-318,Visual
RPT-00658,2023-05-08,SEG_027,No Issues,None,Routine Maintenance,,INS-844,Visual
RPT-00659,2023-05-15,SEG_083,Vegetation Encroachment,Minor,Monitor,,INS-145,UT
RPT-00660,2023-05-15,SEG_035,No Issues,None,Routine Maintenance,,INS-302,ROW Patrol
RPT-00661,2023-05-15,SEG_050,Corrosion,Minor,Monitor,,INS-963,ILI
RPT-00662,2023-05-15,SEG_068,Vegetation Encroachment,Minor,Monitor,,INS-765,UT
RPT-00663,2023-05-15,SEG_037,No Issues,None,Routine Maintenance,,INS-326,ROW Patrol
RPT-00664,2023-05-15,SEG_053,Mechanical Damage,Major,Repair ASAP,2023-06-06,INS-289,Visual
RPT-00665,2023-05-15,SEG_025,Corrosion,Major,Repair ASAP,2023-05-23,INS-397,ILI
RPT-00666,2023-05-15,SEG_011,Third-Party Interference,Moderate,Repair ASAP,2023-05-31,INS-417,Visual
RPT-00667,2023-05-22,SEG_051,No Issues,None,Routine Maintenance,,INS-377,Visual
RPT-00668,2023-05-22,SEG_073,Corrosion,Major,Monitor,2023-06-04,INS-533,Visual
RPT-00669,2023-05-22,SEG_053,No Issues,None,Routine Maintenance,,INS-908,ROW Patrol
RPT-00670,2023-05-22,SEG_011,Vegetation Encroachment,Minor,Clear Area,,INS-252,Visual
RPT-00671,2023-05-22,SEG_005,Coating Damage,Moderate,Repair ASAP,2023-06-15,INS-990,UT
RPT-00672,2023-05-22,SEG_024,No Issues,None,Routine Maintenance,,INS-760,ROW Patrol
RPT-00673,2023-05-22,SEG_026,Corrosion,Minor,Repair ASAP,2023-05-24,INS-797,Hydrotest
RPT-00674,2023-05-22,SEG_078,Mechanical Damage,Major,Repair ASAP,2023-06-15,INS-354,UT
RPT-00675,2023-05-29,SEG_016,Vegetation Encroachment,Minor,Monitor,,INS-421,Hydrotest
RPT-00676,2023-05-29,SEG_029,Mechanical Damage,Moderate,Repair ASAP,2023-05-31,INS-947,UT
RPT-00677,2023-05-29,SEG_053,Third-Party Interference,Major,Investigate,2023-06-28,INS-295,UT
RPT-00678,2023-05-29,SEG_050,Corrosion,Major,Monitor,2023-06-27,INS-570,Hydrotest
RPT-00679,2023-05-29,SEG_012,No Issues,None,Routine Maintenance,,INS-861,Visual
RPT-00680,2023-05-29,SEG_031,Third-Party Interference,Moderate,Investigate,,INS-171,ROW Patrol
RPT-00681,2023-05-29,SEG_079,Mechanical Damage,Major,Repair ASAP,2023-06-17,INS-346,Hydrotest
RPT-00682,2023-05-29,SEG_084,Third-Party Interference,Major,Investigate,2023-06-03,INS-118,ILI
RPT-00683,2023-06-05,SEG_060,Vegetation Encroachment,Minor,Monitor,,INS-219,Hydrotest
RPT-00684,2023-06-05,SEG_042,No Issues,None,Routine Maintenance,,INS-814,Visual
RPT-00685,2023-06-05,SEG_079,No Issues,None,Routine Maintenance,,INS-646,ILI
RPT-00686,2023-06-05,SEG_013,No Issues,None,Routine Maintenance,,INS-701,Visual
RPT-00687,2023-06-05,SEG_085,Corrosion,Major,Monitor,2023-06-16,INS-221,Visual
RPT-00688,2023-06-05,SEG_077,Corrosion,Critical,Monitor,2023-07-01,INS-959,ILI
RPT-00689,2023-06-05,SEG_033,Mechanical Damage,Critical,Immediate Shutdown,2023-06-14,INS-456,Visual
RPT-00690,2023-06-05,SEG_061,Coating Damage,Moderate,Repair ASAP,2023-06-07,INS-525,Hydrotest
RPT-00691,2023-06-12,SEG_053,Vegetation Encroachment,Minor,Clear Area,,INS-547,UT
RPT-00692,2023-06-12,SEG_050,Coating Damage,Moderate,Monitor,,INS-930,Visual
RPT-00693,2023-06-12,SEG_033,Coating Damage,Moderate,Repair ASAP,2023-06-23,INS-271,ILI
RPT-00694,2023-06-12,SEG_006,Vegetation Encroachment,Minor,Clear Area,,INS-965,UT
RPT-00695,2023-06-12,SEG_058,Vegetation Encroachment,Minor,Monitor,,INS-904,UT
RPT-00696,2023-06-12,SEG_012,No Issues,None,Routine Maintenance,,INS-285,ROW Patrol
RPT-00697,2023-06-12,SEG_055,No Issues,None,Routine Maintenance,,INS-540,ROW Patrol
RPT-00698,2023-06-12,SEG_035,Corrosion,Minor,Monitor,,INS-843,ROW Patrol
RPT-00699,2023-06-19,SEG_053,Third-Party Interference,Moderate,Repair ASAP,2023-07-06,INS-550,ILI
RPT-00700,2023-06-19,SEG_040,No Issues,None,Routine Maintenance,,INS-576,Visual
RPT-00701,2023-06-19,SEG_079,No Issues,None,Routine Maintenance,,INS-766,ROW Patrol
RPT-00702,2023-06-19,SEG_000,No Issues,None,Routine Maintenance,,INS-226,ROW Patrol
RPT-00703,2023-06-19,SEG_043,No Issues,None,Routine Maintenance,,INS-522,ROW Patrol
RPT-00704,2023-06-19,SEG_068,No Issues,None,Routine Maintenance,,INS-426,ROW Patrol
RPT-00705,2023-06-19,SEG_023,Third-Party Interference,Moderate,Investigate,,INS-612,ILI
RPT-00706,2023-06-19,SEG_064,Third-Party Interference,Major,Repair ASAP,2023-07-01,INS-219,Hydrotest
RPT-00707,2023-06-26,SEG_078,No Issues,None,Routine Maintenance,,INS-764,ROW Patrol
RPT-00708,2023-06-26,SEG_013,Vegetation Encroachment,Minor,Clear Area,,INS-557,ROW Patrol
RPT-00709,2023-06-26,SEG_055,Vegetation Encroachment,Minor,Clear Area,,INS-464,UT
RPT-00710,2023-06-26,SEG_032,Third-Party Interference,Major,Repair ASAP,2023-07-08,INS-814,UT
RPT-00711,2023-06-26,SEG_027,Coating Damage,Minor,Monitor,,INS-351,Hydrotest
RPT-00712,2023-06-26,SEG_039,Third-Party Interference,Moderate,Investigate,,INS-244,Hydrotest
RPT-00713,2023-06-26,SEG_051,Mechanical Damage,Critical,Immediate Shutdown,2023-07-17,INS-347,ILI
RPT-00714,2023-06-26,SEG_025,No Issues,None,Routine Maintenance,,INS-595,ILI
RPT-00715,2023-07-08,SEG_000,Mechanical Damage,Major,Immediate Shutdown,2023-07-21,INS-236,ILI
RPT-00716,2023-07-07,SEG_001,Third-Party Interference,Moderate,Investigate,,INS-803,ILI
RPT-00717,2023-07-23,SEG_002,Third-Party Interference,Major,Investigate,2023-07-29,INS-480,ILI
RPT-00718,2023-07-27,SEG_003,Coating Damage,Minor,Monitor,,INS-678,ILI
RPT-00719,2023-07-28,SEG_004,Vegetation Encroachment,Minor,Clear Area,,INS-837,ILI
RPT-00720,2023-07-05,SEG_005,Corrosion,Moderate,Monitor,,INS-893,ILI
RPT-00721,2023-07-19,SEG_006,Mechanical Damage,Critical,Immediate Shutdown,2023-08-05,INS-647,ILI
RPT-00722,2023-07-03,SEG_007,Third-Party Interference,Moderate,Investigate,,INS-422,ILI
RPT-00723,2023-07-29,SEG_008,Corrosion,Moderate,Monitor,,INS-725,ILI
RPT-00724,2023-07-25,SEG_009,Coating Damage,Minor,Repair ASAP,2023-08-09,INS-961,ILI
RPT-00725,2023-07-28,SEG_010,Mechanical Damage,Major,Repair ASAP,2023-07-31,INS-359,ILI
RPT-00726,2023-07-26,SEG_011,Corrosion,Major,Monitor,2023-07-29,INS-650,ILI
RPT-00727,2023-07-31,SEG_012,Mechanical Damage,Major,Immediate Shutdown,2023-08-08,INS-929,ILI
RPT-00728,2023-07-03,SEG_013,Mechanical Damage,Critical,Repair ASAP,2023-07-18,INS-362,ILI
RPT-00729,2023-07-27,SEG_014,Vegetation Encroachment,Minor,Clear Area,,INS-836,ILI
RPT-00730,2023-07-08,SEG_015,Coating Damage,Minor,Repair ASAP,2023-07-16,INS-440,ILI
RPT-00731,2023-07-03,SEG_016,Mechanical Damage,Moderate,Immediate Shutdown,,INS-379,ILI
RPT-00732,2023-07-05,SEG_017,No Issues,None,Routine Maintenance,,INS-573,ILI
RPT-00733,2023-07-01,SEG_018,Third-Party Interference,Major,Repair ASAP,2023-07-06,INS-128,ILI
RPT-00734,2023-07-29,SEG_019,Mechanical Damage,Critical,Immediate Shutdown,2023-08-14,INS-708,ILI
RPT-00735,2023-07-24,SEG_020,Corrosion,Moderate,Immediate Shutdown,,INS-996,ILI
RPT-00736,2023-07-06,SEG_021,Vegetation Encroachment,Minor,Clear Area,,INS-454,ILI
RPT-00737,2023-07-10,SEG_022,Mechanical Damage,Major,Immediate Shutdown,2023-07-14,INS-657,ILI
RPT-00738,2023-07-23,SEG_023,Third-Party Interference,Moderate,Repair ASAP,2023-07-29,INS-457,ILI
RPT-00739,2023-07-10,SEG_024,Third-Party Interference,Moderate,Repair ASAP,2023-08-03,INS-436,ILI
RPT-00740,2023-07-29,SEG_025,Mechanical Damage,Critical,Repair ASAP,2023-08-21,INS-961,ILI
RPT-00741,2023-07-19,SEG_026,Mechanical Damage,Major,Repair ASAP,2023-07-30,INS-930,ILI
RPT-00742,2023-07-20,SEG_027,Third-Party Interference,Moderate,Repair ASAP,2023-07-24,INS-100,ILI
RPT-00743,2023-07-10,SEG_028,Third-Party Interference,Major,Repair ASAP,2023-07-16,INS-152,ILI
RPT-00744,2023-07-04,SEG_029,Vegetation Encroachment,Minor,Clear Area,,INS-138,ILI
RPT-00745,2023-07-11,SEG_030,Vegetation Encroachment,Minor,Clear Area,,INS-916,ILI
RPT-00746,2023-07-05,SEG_031,Coating Damage,Minor,Repair ASAP,2023-07-29,INS-822,ILI
RPT-00747,2023-07-26,SEG_032,No Issues,None,Routine Maintenance,,INS-113,ILI
RPT-00748,2023-07-10,SEG_033,Vegetation Encroachment,Minor,Clear Area,,INS-340,ILI
RPT-00749,2023-07-14,SEG_034,Coating Damage,Minor,Repair ASAP,2023-08-03,INS-503,ILI
RPT-00750,2023-07-05,SEG_035,Corrosion,Moderate,Immediate Shutdown,,INS-932,ILI
RPT-00751,2023-07-11,SEG_036,Coating Damage,Moderate,Monitor,,INS-129,ILI
RPT-00752,2023-07-29,SEG_037,Coating Damage,Moderate,Repair ASAP,2023-08-05,INS-683,ILI
RPT-00753,2023-07-10,SEG_038,Mechanical Damage,Critical,Immediate Shutdown,2023-08-07,INS-781,ILI
RPT-00754,2023-07-08,SEG_039,Vegetation Encroachment,Minor,Clear Area,,INS-174,ILI
RPT-00755,2023-07-12,SEG_040,Corrosion,Major,Monitor,2023-08-08,INS-928,ILI
RPT-00756,2023-07-25,SEG_041,No Issues,None,Routine Maintenance,,INS-383,ILI
RPT-00757,2023-07-09,SEG_042,No Issues,None,Routine Maintenance,,INS-395,ILI
RPT-00758,2023-07-12,SEG_043,No Issues,None,Routine Maintenance,,INS-168,ILI
RPT-00759,2023-07-18,SEG_044,Corrosion,Moderate,Monitor,,INS-838,ILI
RPT-00760,2023-07-12,SEG_045,Mechanical Damage,Moderate,Repair ASAP,2023-07-29,INS-712,ILI
RPT-00761,2023-07-08,SEG_046,Coating Damage,Moderate,Monitor,,INS-608,ILI
RPT-00762,2023-07-18,SEG_047,Mechanical Damage,Major,Repair ASAP,2023-08-10,INS-755,ILI
RPT-00763,2023-07-15,SEG_048,Third-Party Interference,Major,Repair ASAP,2023-08-09,INS-573,ILI
RPT-00764,2023-07-08,SEG_049,Third-Party Interference,Moderate,Repair ASAP,2023-07-19,INS-714,ILI
RPT-00765,2023-07-29,SEG_050,Corrosion,Critical,Monitor,2023-08-20,INS-800,ILI
RPT-00766,2023-07-05,SEG_051,Vegetation Encroachment,Minor,Clear Area,,INS-398,ILI
RPT-00767,2023-07-31,SEG_052,Third-Party Interference,Major,Investigate,2023-08-20,INS-185,ILI
RPT-00768,2023-07-29,SEG_053,Coating Damage,Minor,Monitor,,INS-945,ILI
RPT-00769,2023-07-06,SEG_054,Corrosion,Moderate,Repair ASAP,2023-07-24,INS-345,ILI
RPT-00770,2023-07-08,SEG_055,Vegetation Encroachment,Minor,Monitor,,INS-482,ILI
RPT-00771,2023-07-19,SEG_056,Corrosion,Critical,Immediate Shutdown,2023-08-16,INS-239,ILI
RPT-00772,2023-07-27,SEG_057,Mechanical Damage,Major,Repair ASAP,2023-07-30,INS-244,ILI
RPT-00773,2023-07-12,SEG_058,Coating Damage,Minor,Monitor,,INS-532,ILI
RPT-00774,2023-07-17,SEG_059,Coating Damage,Minor,Repair ASAP,2023-08-15,INS-672,ILI
RPT-00775,2023-07-20,SEG_060,Corrosion,Major,Repair ASAP,2023-07-30,INS-694,ILI
RPT-00776,2023-07-06,SEG_061,Third-Party Interference,Moderate,Repair ASAP,2023-07-27,INS-773,ILI
RPT-00777,2023-07-21,SEG_062,Third-Party Interference,Moderate,Repair ASAP,2023-08-03,INS-669,ILI
RPT-00778,2023-07-09,SEG_063,Third-Party Interference,Major,Investigate,2023-08-04,INS-996,ILI
RPT-00779,2023-07-18,SEG_064,Vegetation Encroachment,Minor,Clear Area,,INS-186,ILI
RPT-00780,2023-07-01,SEG_065,Mechanical Damage,Moderate,Immediate Shutdown,,INS-493,ILI
RPT-00781,2023-07-23,SEG_066,Corrosion,Minor,Repair ASAP,2023-08-10,INS-779,ILI
RPT-00782,2023-07-13,SEG_067,Third-Party Interference,Major,Repair ASAP,2023-07-25,INS-239,ILI
RPT-00783,2023-07-15,SEG_068,Third-Party Interference,Moderate,Investigate,,INS-631,ILI
RPT-00784,2023-07-28,SEG_069,Corrosion,Major,Immediate Shutdown,2023-08-02,INS-516,ILI
RPT-00785,2023-07-14,SEG_070,Coating Damage,Minor,Monitor,,INS-826,ILI
RPT-00786,2023-07-19,SEG_071,Mechanical Damage,Major,Repair ASAP,2023-07-30,INS-355,ILI
RPT-00787,2023-07-20,SEG_072,Vegetation Encroachment,Minor,Clear Area,,INS-183,ILI
RPT-00788,2023-07-12,SEG_073,Coating Damage,Minor,Repair ASAP,2023-07-28,INS-630,ILI
RPT-00789,2023-07-26,SEG_074,Mechanical Damage,Critical,Repair ASAP,2023-08-21,INS-326,ILI
RPT-00790,2023-07-06,SEG_075,Third-Party Interference,Moderate,Investigate,,INS-404,ILI
RPT-00791,2023-07-25,SEG_076,Mechanical Damage,Moderate,Repair ASAP,2023-08-04,INS-582,ILI
RPT-00792,2023-07-02,SEG_077,Third-Party Interference,Major,Investigate,2023-07-18,INS-963,ILI
RPT-00793,2023-07-27,SEG_078,Vegetation Encroachment,Minor,Clear Area,,INS-513,ILI
RPT-00794,2023-07-31,SEG_079,Mechanical Damage,Moderate,Repair ASAP,2023-08-30,INS-532,ILI
RPT-00795,2023-07-01,SEG_080,Coating Damage,Moderate,Repair ASAP,2023-07-31,INS-854,ILI
RPT-00796,2023-07-09,SEG_081,Corrosion,Minor,Monitor,,INS-803,ILI
RPT-00797,2023-07-24,SEG_082,Third-Party Interference,Major,Repair ASAP,2023-08-13,INS-152,ILI
RPT-00798,2023-07-30,SEG_083,Mechanical Damage,Major,Immediate Shutdown,2023-08-18,INS-347,ILI
RPT-00799,2023-07-27,SEG_084,Coating Damage,Moderate,Repair ASAP,2023-08-15,INS-211,ILI
RPT-00800,2023-07-05,SEG_085,Corrosion,Critical,Repair ASAP,2023-07-15,INS-321,ILI
RPT-00801,2023-07-03,SEG_013,Coating Damage,Minor,Monitor,,INS-619,Hydrotest
RPT-00802,2023-07-03,SEG_060,Third-Party Interference,Moderate,Repair ASAP,2023-07-04,INS-925,Hydrotest
RPT-00803,2023-07-03,SEG_017,Third-Party Interference,Major,Investigate,2023-07-16,INS-899,Hydrotest
